iter	Passed	Remaining
181	6973	306897
182	7002	306467
183	7032	306053
184	7066	305837
185	7102	305709
186	7136	305498
187	7170	305287
188	7204	305073
189	7237	304814
190	7272	304633
191	7305	304392
192	7340	304218
193	7378	304202
194	7416	304163
195	7463	304469
196	7499	304357
197	7533	304165
198	7568	303983
199	7600	303719
200	7637	303630
201	7672	303468
202	7710	303431
203	7744	303261
204	7780	303129
205	7817	303042
206	7854	303003
207	7888	302806
208	7926	302749
209	7963	302690
210	7998	302538
211	8038	302566
212	8076	302551
213	8111	302404
214	8146	302240
215	8180	302085
216	8221	302146
217	8255	301984
218	8287	301713
219	8321	301530
220	8357	301428
221	8393	301332
222	8427	301152
223	8461	300977
224	8496	300857
225	8529	300653
226	8563	300481
227	8600	300407
228	8634	300233
229	8670	300153
230	8710	300192
231	8745	300070
232	8778	299867
233	8814	299762
234	8855	299838
235	8891	299749
236	8924	299540
237	8958	299407
238	8993	299277
239	9027	299111
240	9059	298880
241	9093	298748
242	9127	298586
243	9163	298496
244	9206	298618
245	9244	298593
246	9278	298447
247	9314	298357
248	9348	298214
249	9383	298095
250	9418	297987
251	9455	297929
252	9499	298092
253	9535	298000
254	9576	298075
255	9611	297960
256	9652	298018
257	9694	298139
258	9733	298129
259	9768	298019
260	9804	297917
261	9837	297761
262	9869	297560
263	9903	297403
264	9940	297352
265	9976	297274
266	10012	297192
267	10053	297248
268	10092	297245
269	10129	297207
270	10166	297163
271	10203	297109
272	10243	297139
273	10279	297052
274	10317	297038
275	10358	297100
276	10401	297207
277	10442	297276
278	10484	297352
279	10525	297423
280	10558	297254
281	10593	297151
282	10633	297162
283	10680	297390
284	10725	297557
285	10761	297490
286	10799	297470
287	10837	297416
288	10874	297367
289	10915	297439
290	10950	297331
291	10988	297295
292	11027	297284
293	11063	297214
294	11098	297100
295	11136	297067
296	11172	296991
297	11209	296934
298	11245	296859
299	11285	296891
300	11324	296871
301	11369	297026
302	11415	297221
303	11454	297218
304	11493	297220
305	11530	297145
306	11568	297134
307	11605	297060
308	11642	297024
309	11678	296939
310	11716	296908
311	11751	296792
312	11787	296726
313	11824	296660
314	11860	296593
315	11895	296489
316	11929	296361
317	11970	296407
318	12017	296587
319	12052	296495
320	12089	296444
321	12123	296318
322	12162	296299
323	12199	296255
324	12243	296358
325	12285	296429
326	12320	296332
327	12356	296254
328	12395	296247
329	12435	296267
330	12470	296165
331	12503	296027
332	12547	296127
333	12588	296163
334	12635	296361
335	12673	296323
336	12708	296216
337	12743	296118
338	12778	296017
339	12814	295939
340	12848	295827
341	12890	295879
342	12928	295846
343	12968	295858
344	13004	295776
345	13039	295681
346	13076	295628
347	13118	295688
348	13155	295632
349	13194	295631
350	13231	295582
351	13269	295550
352	13304	295445
353	13340	295385
354	13382	295435
355	13420	295403
356	13456	295335
357	13493	295265
358	13529	295192
359	13567	295171
360	13604	295107
361	13642	295078
362	13675	294948
363	13709	294829
364	13745	294755
365	13783	294734
366	13818	294641
367	13851	294494
368	13886	294402
369	13922	294331
370	13959	294269
371	13991	294127
372	14025	294010
373	14059	293898
374	14095	293816
375	14127	293677
376	14162	293590
377	14201	293563
378	14244	293637
379	14278	293539
380	14309	293365
381	14345	293291
382	14380	293207
383	14414	293094
384	14449	292997
385	14480	292837
386	14519	292837
387	14559	292834
388	14597	292814
389	14631	292701
390	14661	292523
391	14695	292418
392	14727	292266
393	14762	292173
394	14794	292036
395	14826	291892
396	14856	291699
397	14888	291557
398	14923	291478
399	14959	291405
400	14994	291331
401	15033	291312
402	15066	291205
403	15099	291081
404	15132	290963
405	15167	290873
406	15201	290767
407	15231	290584
408	15263	290454
409	15295	290313
410	15328	290195
411	15362	290093
412	15395	289985
413	15429	289872
414	15460	289727
415	15491	289577
416	15524	289461
417	15558	289350
418	15588	289185
419	15622	289090
420	15659	289043
421	15692	288934
422	15722	288769
423	15756	288662
424	15789	288560
425	15825	288491
426	15858	288386
427	15895	288341
428	15926	288197
429	15956	288038
430	15988	287898
431	16022	287819
432	16057	287730
433	16091	287651
434	16125	287561
435	16159	287452
436	16192	287348
437	16224	287218
438	16253	287041
439	16284	286908
440	16316	286783
441	16348	286647
442	16377	286479
443	16409	286358
444	16441	286221
445	16470	286062
446	16503	285946
447	16536	285842
448	16567	285708
449	16599	285578
450	16631	285456
451	16664	285362
452	16697	285259
453	16729	285141
454	16762	285038
455	16798	284982
456	16827	284818
457	16862	284741
458	16893	284609
459	16924	284486
460	16956	284356
461	16988	284242
462	17021	284145
463	17053	284032
464	17097	284106
465	17132	284049
466	17166	283969
467	17199	283872
468	17232	283770
469	17261	283610
470	17294	283509
471	17326	283392
472	17360	283313
473	17394	283223
474	17427	283137
475	17459	283026
476	17492	282924
477	17525	282823
478	17557	282710
479	17589	282606
480	17621	282492
481	17653	282382
482	17683	282247
483	17715	282127
484	17746	282008
485	17781	281943
486	17813	281840
487	17843	281687
488	17874	281572
489	17905	281442
490	17935	281306
491	17963	281143
492	17994	281018
493	18026	280903
494	18054	280737
495	18085	280620
496	18118	280525
497	18149	280412
498	18181	280303
499	18212	280184
500	18247	280116
501	18279	280018
502	18311	279918
503	18342	279798
504	18378	279760
505	18412	279684
506	18444	279573
507	18478	279505
508	18510	279400
509	18544	279333
510	18579	279271
511	18619	279290
512	18655	279253
513	18690	279192
514	18720	279064
515	18752	278954
516	18785	278869
517	18820	278824
518	18852	278717
519	18887	278657
520	18918	278542
521	18949	278427
522	18981	278328
523	19010	278198
524	19041	278077
525	19073	277972
526	19103	277856
527	19139	277806
528	19174	277761
529	19213	277756
530	19251	277743
531	19283	277652
532	19317	277582
533	19347	277465
534	19381	277389
535	19413	277300
536	19452	277295
537	19485	277218
538	19518	277134
539	19549	277024
540	19581	276932
541	19618	276905
542	19650	276814
543	19687	276777
544	19722	276730
545	19755	276646
546	19788	276570
547	19819	276462
548	19850	276355
549	19880	276236
550	19912	276139
551	19946	276067
552	19981	276020
553	20016	275969
554	20050	275904
555	20082	275813
556	20117	275763
557	20154	275734
558	20190	275701
559	20229	275702
560	20264	275644
561	20297	275573
562	20331	275497
563	20365	275437
564	20412	275550
565	20453	275576
566	20494	275611
567	20530	275567
568	20567	275542
569	20603	275514
570	20642	275508
571	20679	275480
572	20723	275556
573	20762	275553
574	20803	275578
575	20842	275582
576	20884	275625
577	20922	275618
578	20963	275634
579	20995	275544
580	21033	275536
581	21071	275519
582	21112	275548
583	21154	275584
584	21190	275554
585	21231	275570
586	21267	275539
587	21304	275510
588	21341	275479
589	21380	275481
590	21414	275412
591	21449	275363
592	21484	275319
593	21519	275262
594	21553	275200
595	21590	275173
596	21625	275117
597	21660	275070
598	21695	275019
599	21730	274965
600	21766	274920
601	21799	274844
602	21836	274820
603	21872	274778
604	21905	274711
605	21943	274687
606	21984	274710
607	22022	274702
608	22061	274698
609	22101	274708
610	22153	274870
611	22195	274910
612	22232	274877
613	22266	274819
614	22305	274813
615	22344	274808
616	22387	274856
617	22424	274826
618	22461	274799
619	22490	274678
620	22523	274594
621	22559	274557
622	22591	274473
623	22631	274484
624	22677	274555
625	22716	274553
626	22756	274568
627	22789	274494
628	22827	274476
629	22864	274445
630	22899	274397
631	22936	274369
632	22976	274379
633	23020	274434
634	23057	274406
635	23096	274402
636	23132	274357
637	23171	274348
638	23204	274283
639	23241	274249
640	23277	274207
641	23321	274262
642	23364	274302
643	23397	274224
644	23430	274151
645	23467	274131
646	23503	274081
647	23538	274033
648	23578	274041
649	23617	274033
650	23652	273988
651	23687	273935
652	23725	273910
653	23766	273929
654	23806	273934
655	23843	273912
656	23881	273894
657	23923	273924
658	23964	273941
659	24008	273982
660	24053	274051
661	24093	274053
662	24130	274030
663	24176	274100
664	24222	274165
665	24264	274197
666	24312	274292
667	24351	274279
668	24392	274295
669	24426	274231
670	24466	274231
671	24499	274164
672	24539	274167
673	24576	274134
674	24611	274080
675	24643	273997
676	24675	273906
677	24708	273835
678	24744	273789
679	24779	273736
680	24813	273677
681	24845	273597
682	24880	273537
683	24914	273477
684	24949	273424
685	24981	273342
686	25023	273368
687	25060	273332
688	25092	273246
689	25127	273194
690	25159	273113
691	25191	273033
692	25228	272998
693	25259	272901
694	25292	272828
695	25329	272799
696	25362	272728
697	25395	272654
698	25432	272628
699	25468	272587
700	25499	272496
701	25532	272417
702	25564	272336
703	25597	272265
704	25628	272168
705	25666	272154
706	25699	272080
707	25735	272043
708	25769	271977
709	25804	271928
710	25838	271871
711	25874	271824
712	25908	271765
713	25942	271703
714	25980	271687
715	26013	271610
716	26046	271546
717	26084	271521
718	26117	271455
719	26152	271407
720	26187	271352
721	26221	271296
722	26252	271201
723	26286	271147
724	26323	271116
725	26358	271061
726	26391	270997
727	26426	270940
728	26458	270859
729	26490	270786
730	26525	270735
731	26560	270685
732	26595	270637
733	26628	270568
734	26668	270570
735	26704	270523
736	26737	270457
737	26770	270387
738	26806	270353
739	26841	270296
740	26876	270250
741	26912	270217
742	26949	270187
743	26982	270112
744	27012	270020
745	27045	269952
746	27082	269919
747	27116	269858
748	27152	269819
749	27188	269779
750	27218	269685
751	27252	269629
752	27289	269594
753	27331	269618
754	27365	269562
755	27403	269537
756	27441	269517
757	27473	269439
758	27507	269383
759	27546	269374
760	27587	269385
761	27626	269377
762	27666	269380
763	27696	269275
764	27729	269207
765	27764	269164
766	27807	269191
767	27847	269195
768	27885	269169
769	27921	269133
770	27961	269133
771	27999	269114
772	28035	269071
773	28072	269041
774	28112	269042
775	28157	269095
776	28192	269045
777	28229	269018
778	28261	268942
779	28307	268996
780	28342	268940
781	28375	268880
782	28406	268791
783	28440	268731
784	28474	268678
785	28504	268582
786	28538	268523
787	28571	268456
788	28601	268360
789	28632	268276
790	28662	268181
791	28695	268111
792	28729	268054
793	28765	268014
794	28798	267955
795	28833	267904
796	28874	267915
797	28909	267867
798	28943	267806
799	28976	267745
800	29011	267693
801	29048	267669
802	29086	267644
803	29133	267706
804	29172	267701
805	29210	267677
806	29246	267639
807	29283	267614
808	29322	267596
809	29357	267553
810	29393	267512
811	29430	267484
812	29469	267474
813	29509	267474
814	29546	267442
815	29583	267412
816	29620	267386
817	29668	267453
818	29711	267473
819	29762	267568
820	29828	267800
821	29875	267861
822	29933	268016
823	29983	268103
824	30096	268753
