iter	Logloss
556	0.06194967312
557	0.06187594265
558	0.06182036675
559	0.06168616401
560	0.06165045844
561	0.06159870063
562	0.06147828505
563	0.0614041409
564	0.0613504503
565	0.06126007758
566	0.0612155287
567	0.06117427572
568	0.06113084581
569	0.06109234619
570	0.06105439589
571	0.06095437961
572	0.06091659885
573	0.06087561035
574	0.06077757433
575	0.06073229302
576	0.06064120144
577	0.06050182427
578	0.06044836426
579	0.06039050293
580	0.06027567546
581	0.06022150336
582	0.06013982476
583	0.0601078559
584	0.06000689697
585	0.05995928955
586	0.05990856934
587	0.05987032064
588	0.0598269043
589	0.05977587212
590	0.05972281901
591	0.05969017877
592	0.05964305962
593	0.05962151421
594	0.05954897732
595	0.05951913791
596	0.0594867079
597	0.05945136176
598	0.05942260742
599	0.05937607151
600	0.05928475613
601	0.05924112956
602	0.05919689941
603	0.05916837565
604	0.05912090386
605	0.05907292345
606	0.05902187771
607	0.05895237901
608	0.05881880018
609	0.05874123806
610	0.05871315511
611	0.05865627713
612	0.05862997776
613	0.05855541992
614	0.05849898275
615	0.05846205648
616	0.05842867025
617	0.05830226644
618	0.05819936795
619	0.05812928602
620	0.05805512831
621	0.05799782986
622	0.05790485297
623	0.05786266412
624	0.0578287557
625	0.05779006619
626	0.05776119656
627	0.05765942383
628	0.0575855306
629	0.0575005561
630	0.05746671549
631	0.05737921143
632	0.057349155
633	0.05730729167
634	0.05727349175
635	0.05722169325
636	0.05715005832
637	0.0570311008
638	0.05699478488
639	0.05690929498
640	0.05687920464
641	0.05683857558
642	0.05679904514
643	0.0567639228
644	0.0566681722
645	0.05658669027
646	0.05650296699
647	0.05646421984
648	0.05642466227
649	0.05633152262
650	0.05628845215
651	0.05625878906
652	0.05616084798
653	0.05611698405
654	0.05601629639
655	0.05594925266
656	0.05591001383
657	0.05586973741
658	0.05583035278
659	0.05579486084
660	0.05576538425
661	0.05568251546
662	0.05563984511
663	0.05561319987
664	0.0555155504
665	0.05549310981
666	0.05545984226
667	0.05539618598
668	0.05536350505
669	0.05533074951
670	0.05530482313
671	0.05524021403
672	0.05521333483
673	0.05517944336
674	0.05514569431
675	0.05505761719
676	0.05502090793
677	0.0549844123
678	0.05496101888
679	0.05492703586
680	0.05488629829
681	0.05484062025
682	0.0548174981
683	0.05479406738
684	0.05476959907
685	0.0547180481
686	0.05467846002
687	0.05460500081
688	0.05456432427
689	0.05452489556
690	0.05446677653
691	0.0544310947
692	0.05439555528
693	0.05436642456
694	0.05432366943
695	0.05428760444
696	0.05425037299
697	0.05422500949
698	0.05419198269
699	0.0541690606
700	0.05412935384
701	0.05410635037
702	0.05407165188
703	0.05401070828
704	0.05398538547
705	0.05395006646
706	0.05392182753
707	0.05384342448
708	0.0538039856
709	0.05373389689
710	0.05370741442
711	0.05366347588
712	0.0536362576
713	0.05360834418
714	0.05357227919
715	0.05353304715
716	0.05350334676
717	0.05347325304
718	0.05343707614
719	0.05339879693
720	0.05336827935
721	0.05328948636
722	0.05325574409
723	0.05320772637
724	0.05316632758
725	0.05313932292
726	0.0531265191
727	0.05310031806
728	0.05305671522
729	0.05302425808
730	0.05297668796
731	0.05295080905
732	0.05292738851
733	0.05288957384
734	0.05286345757
735	0.05282688395
736	0.05273964437
737	0.05270018514
738	0.05266672431
739	0.05263180542
740	0.05261519708
741	0.05258447944
742	0.05256220839
743	0.05254683431
744	0.05251549615
745	0.05248727078
746	0.05246063232
747	0.05242752075
748	0.05240248617
749	0.05236830309
750	0.05234550307
751	0.05232895237
752	0.05230558268
753	0.05227992757
754	0.05222776286
755	0.05220349799
756	0.0521849094
757	0.05216045803
758	0.052107744
759	0.05207903375
760	0.05197250027
761	0.0519548272
762	0.05193806627
763	0.05187905206
764	0.05185459391
765	0.05182199436
766	0.05180041504
767	0.05177438015
768	0.05175171577
769	0.0517378201
770	0.05171740723
771	0.05161824205
772	0.05160339355
773	0.05157373725
774	0.05149945407
775	0.05148734538
776	0.05145314535
777	0.05141957601
778	0.05138786485
779	0.0513554145
780	0.05132929145
781	0.05129496257
782	0.05127332899
783	0.05125359768
784	0.05123370022
785	0.05121602376
786	0.05119211833
787	0.05112450494
788	0.05105253092
789	0.05102167426
790	0.05096875678
791	0.05094816759
792	0.05092903646
793	0.05089567735
794	0.05081338162
795	0.05076497396
796	0.0507361518
797	0.05071660021
798	0.05064816623
799	0.05061191135
800	0.05057230971
801	0.0505416531
802	0.05052423774
803	0.05047069634
804	0.05043833415
805	0.05041870117
806	0.05039523655
807	0.05036227078
808	0.05031895955
809	0.05029388767
810	0.05026919895
811	0.05021309747
812	0.05018865967
813	0.0501151869
814	0.05007847765
815	0.05001182726
816	0.04996708171
817	0.04993777127
818	0.04989349365
819	0.04987034098
820	0.04985087416
821	0.04982707384
822	0.04975929769
823	0.04972923787
824	0.04970321994
