iter	Logloss
0	0.6703879082
1	0.6547544077
2	0.6441708174
3	0.6195268771
4	0.5983626528
5	0.5887433852
6	0.579344434
7	0.5696131016
8	0.5508665049
9	0.542343803
10	0.5318699098
11	0.5235922673
12	0.5156099083
13	0.498545622
14	0.4910876711
15	0.4838056405
16	0.4763005194
17	0.4693698329
18	0.4526530549
19	0.4461363913
20	0.4397265393
21	0.4335124549
22	0.4221795015
23	0.4079017427
24	0.3954168286
25	0.3822395007
26	0.3766839351
27	0.371641678
28	0.3667756138
29	0.3620489327
30	0.3561271033
31	0.3513510498
32	0.3469229892
33	0.3418124234
34	0.3304238494
35	0.3264508092
36	0.3189036174
37	0.315136294
38	0.3102062432
39	0.3065258716
40	0.2966078047
41	0.287289029
42	0.2822701376
43	0.2759629475
44	0.2675637666
45	0.2598359871
46	0.2572281495
47	0.2498487066
48	0.2471538936
49	0.2403347531
50	0.2380609651
51	0.2313713119
52	0.22502278
53	0.2230542177
54	0.216821221
55	0.2128055314
56	0.2084358102
57	0.2030594372
58	0.1994370396
59	0.1946716144
60	0.1896959581
61	0.185231358
62	0.1812560087
63	0.1773687903
64	0.1737241984
65	0.170597158
66	0.1673683256
67	0.1643489518
68	0.1611316329
69	0.1581219537
70	0.1550406361
71	0.1522875943
72	0.1495323117
73	0.1469745376
74	0.1446656598
75	0.1424133444
76	0.1400817421
77	0.1380515125
78	0.136069196
79	0.1341524908
80	0.1323113959
81	0.1308362909
82	0.1290403468
83	0.1272303788
84	0.1256799726
85	0.1242639848
86	0.1228738158
87	0.1214853636
88	0.120153291
89	0.119198975
90	0.1180054728
91	0.1169040429
92	0.1157902482
93	0.1147901877
94	0.1136566158
95	0.1126637641
96	0.1118514118
97	0.1111402933
98	0.1102091087
99	0.1094588256
100	0.1086338811
101	0.1078472255
102	0.1070271485
103	0.1063120386
104	0.1056008751
105	0.104857351
106	0.1041778382
107	0.1035091053
108	0.1028627173
109	0.1022880629
110	0.1017016503
111	0.101144926
112	0.1005786357
113	0.1000836612
114	0.0996214559
115	0.09914191516
116	0.09868348739
117	0.09827114619
118	0.09779257732
119	0.09732979814
120	0.09690810008
121	0.09651850544
122	0.0961431404
123	0.09573621436
124	0.09540308766
125	0.09506190005
126	0.09470146425
127	0.0944247316
128	0.09409872848
129	0.09377422938
130	0.09345988556
131	0.09314911674
132	0.09283691158
133	0.09253312078
134	0.09225264366
135	0.09197973427
136	0.09172764929
137	0.09148712563
138	0.0912552263
139	0.09099162425
140	0.09075632163
141	0.0905149651
142	0.09029616329
143	0.09007173679
144	0.0898446792
145	0.08968904879
146	0.08947118277
147	0.08925808156
