iter	Passed	Remaining
135	17802	1054512
136	18074	1062726
137	18342	1070508
138	18586	1076809
139	18798	1081179
140	18955	1082367
141	19173	1086969
142	19447	1094636
143	19796	1106424
144	20129	1117124
145	20355	1121764
146	20533	1123768
147	20696	1124903
148	20980	1132521
149	21207	1136999
150	21423	1140862
151	21669	1146200
152	21834	1147240
153	22032	1149957
154	22243	1153360
155	22496	1158847
156	22762	1164926
157	22928	1165880
158	23341	1179266
159	23494	1179418
160	23711	1182781
161	24082	1193735
162	24262	1195119
163	24426	1195729
164	24572	1195417
165	24838	1200931
166	25086	1205522
167	25333	1209969
168	25522	1211641
169	25762	1215672
170	25958	1217617
171	26187	1221069
172	26345	1221182
173	26537	1222838
174	26765	1226155
175	26920	1226121
176	27063	1225480
177	27205	1224870
178	27399	1226565
179	27646	1230573
180	27812	1230990
181	27958	1230474
182	28108	1230184
183	28466	1238927
184	28723	1243200
185	28946	1245924
186	29119	1246527
187	29407	1252007
188	29574	1252297
189	29734	1252286
190	29868	1251204
191	30029	1251243
192	30183	1250963
193	30403	1253451
194	30541	1252533
195	30663	1250935
196	30972	1256986
197	31272	1262603
198	31486	1264695
199	31764	1269323
200	32207	1280467
201	32515	1286145
202	32816	1291485
203	33049	1294116
204	33315	1298009
205	33459	1297108
206	33643	1297776
207	33857	1299613
208	34082	1301840
209	34328	1304793
210	34680	1311761
211	34919	1314403
212	35108	1315152
213	35335	1317336
214	35519	1317866
215	35773	1320967
216	35938	1320784
217	36158	1322621
218	36433	1326398
219	36590	1325890
220	36750	1325499
221	37069	1330838
222	37280	1332248
223	37485	1333412
224	37682	1334296
225	37823	1333203
226	38016	1333944
227	38242	1335788
228	38458	1337315
229	38679	1338988
230	38820	1337863
231	39008	1338400
232	39411	1346233
233	39594	1346549
234	39792	1347367
235	40122	1352595
236	40398	1356000
237	40621	1357574
238	41001	1364377
239	41280	1367772
240	41533	1370276
241	41819	1373830
242	42087	1376776
243	42294	1377703
244	42611	1382166
245	42866	1384627
246	43036	1384318
247	43252	1385480
248	43447	1385946
249	43710	1388588
250	43937	1390080
251	44117	1390045
252	44442	1394567
253	44643	1395181
254	44888	1397191
255	45288	1403950
256	45491	1404561
257	45771	1407569
258	46169	1414134
259	46476	1417889
260	46746	1420493
261	46901	1419562
262	47195	1422852
263	47447	1424862
264	47649	1425360
265	47895	1427144
266	48159	1429454
267	48412	1431409
268	48699	1434374
269	48930	1435650
270	49165	1437047
271	49528	1442167
272	49725	1442390
273	49879	1441408
274	50108	1442569
275	50306	1442838
276	50458	1441799
277	50603	1440572
278	50842	1441986
279	51035	1442129
280	51165	1440452
281	51316	1439421
282	51564	1441073
283	51707	1439808
284	51896	1439807
285	52034	1438420
286	52358	1442134
287	52593	1443392
288	52739	1442217
289	52923	1442066
290	53066	1440829
291	53212	1439656
292	53453	1441055
293	53648	1441200
294	53801	1440227
295	53933	1438715
296	54178	1440190
297	54330	1439200
298	54487	1438368
299	54617	1436795
300	54764	1435693
301	54966	1436045
302	55233	1438081
303	55362	1436514
304	55522	1435760
305	55664	1434552
306	55815	1433559
307	56028	1434195
308	56293	1436112
309	56505	1436688
310	56675	1436199
311	56814	1434938
312	57022	1435393
313	57251	1436394
314	57390	1435119
315	57551	1434407
316	57687	1433085
317	57902	1433712
318	58060	1432936
319	58195	1431618
320	58319	1430018
321	58540	1430794
322	58696	1429977
323	58891	1430129
324	59075	1429981
325	59247	1429578
326	59451	1429931
327	59642	1429953
328	59851	1430430
329	60021	1429974
330	60203	1429798
331	60337	1428474
332	60522	1428369
333	60731	1428826
334	60878	1427839
335	61056	1427560
336	61248	1427623
337	61411	1427010
338	61566	1426190
339	61716	1425285
340	61860	1424242
341	62126	1426002
342	62308	1425833
343	62476	1425343
344	62634	1424607
345	62918	1426769
346	63094	1426440
347	63279	1426337
348	63500	1427032
349	63640	1425916
350	63870	1426795
351	64142	1428621
352	64293	1427742
353	64410	1426133
354	64528	1424544
355	64642	1422859
356	64844	1423129
357	65100	1424567
358	65226	1423177
359	65396	1422727
360	65516	1421216
361	65689	1420863
362	65912	1421561
363	66044	1420327
364	66220	1420023
365	66363	1419018
366	66494	1417763
367	66709	1418305
368	66910	1418537
369	67091	1418348
370	67226	1417182
371	67486	1418670
372	67707	1419314
373	67883	1419026
374	68020	1417907
375	68159	1416839
376	68329	1416433
377	68468	1415384
378	68658	1415377
379	68780	1413972
380	69019	1414991
381	69182	1414442
382	69348	1413956
383	69487	1412903
384	69642	1412202
385	69833	1412231
386	70053	1412827
387	70223	1412425
388	70361	1411389
389	70502	1410410
390	70742	1411404
391	70897	1410719
392	71057	1410128
393	71198	1409147
394	71387	1409143
395	71527	1408150
396	71685	1407535
397	71835	1406755
398	71961	1405512
399	72085	1404232
400	72198	1402732
401	72353	1402078
402	72552	1402265
403	72681	1401092
404	72801	1399758
405	72927	1398552
406	73052	1397330
407	73173	1396042
408	73307	1394994
409	73541	1395862
410	73677	1394847
411	73873	1394983
412	74027	1394324
413	74272	1395396
414	74418	1394580
415	74556	1393633
416	74685	1392518
417	74936	1393666
418	75073	1392719
419	75180	1391194
420	75300	1389933
421	75425	1388764
422	75657	1389562
423	75789	1388520
424	75924	1387541
425	76052	1386431
426	76168	1385133
427	76338	1384787
428	76468	1383733
429	76630	1383263
430	76769	1382387
431	76898	1381331
432	77049	1380665
433	77166	1379396
434	77562	1383103
435	77796	1383914
436	78222	1388141
