iter	Logloss
117	0.1771087594
118	0.1757127934
119	0.1746436182
120	0.1730034036
121	0.1721093633
122	0.1716170141
123	0.1706789143
124	0.169865247
125	0.1684569264
126	0.1672421984
127	0.1658941012
128	0.1652353189
129	0.1641968246
130	0.1632369221
131	0.1618231797
132	0.1612338159
133	0.1603232857
134	0.1597607758
135	0.1589593785
136	0.1584787766
137	0.1574332804
138	0.1570199353
139	0.1562274391
140	0.1557110722
141	0.1548016135
142	0.1540652905
143	0.1535238944
144	0.1526582785
145	0.1515592206
146	0.1511893066
147	0.150502432
148	0.1495402749
149	0.1487509817
150	0.1480191686
151	0.1474754431
152	0.146789082
153	0.1459904786
154	0.1449878199
155	0.1440966118
156	0.1433954003
157	0.1426836011
158	0.1414533101
159	0.1408393941
160	0.140052367
161	0.1390955839
162	0.1387185225
163	0.1383462492
164	0.1375811228
165	0.1370307002
166	0.1362711507
167	0.1353195654
168	0.1346489508
169	0.1336696179
170	0.1330391624
171	0.1323951626
172	0.1316092623
173	0.1310057139
174	0.1304003693
175	0.1298113989
176	0.1295042229
177	0.129006234
178	0.1278583159
179	0.127539638
180	0.1263376761
181	0.1256284568
182	0.1248832784
183	0.1240105287
184	0.1231611212
185	0.1223147069
186	0.1213161559
187	0.1205661603
188	0.1200926756
189	0.1193240181
190	0.1182986944
191	0.1178031472
192	0.116904988
193	0.1163513673
194	0.1154907448
195	0.1147632219
196	0.114039533
197	0.1132940486
198	0.112956191
199	0.1120060472
200	0.1111433327
201	0.1106371476
202	0.11026591
203	0.1095779492
204	0.1091705271
205	0.1088369456
206	0.1082455432
207	0.107612954
208	0.1070227119
209	0.1065552973
210	0.1059797592
211	0.1054020975
212	0.1047627403
213	0.1041836093
214	0.1039597161
215	0.1037204305
216	0.1031265315
217	0.1026097146
218	0.1022993208
219	0.1019992608
220	0.1013940222
221	0.1009562226
222	0.1003085518
223	0.09987000263
224	0.09947266045
225	0.09883389357
226	0.09843014001
227	0.09816008228
228	0.09767707692
229	0.09719223921
230	0.09701906372
231	0.09669546379
232	0.09626785638
233	0.09601879168
234	0.09586366752
235	0.09544286217
236	0.09504666594
237	0.09463058642
238	0.09425397837
239	0.09411232325
240	0.09383431509
241	0.09367834877
242	0.09321917863
243	0.09294205804
244	0.09249057347
245	0.09204317189
246	0.09170807727
247	0.09151532355
248	0.09137795927
249	0.09118418686
250	0.09069961534
251	0.09029213807
252	0.0901623573
253	0.08992521368
254	0.08968473165
255	0.08949123294
256	0.08903966003
257	0.0886427358
258	0.08851865737
259	0.08833092419
260	0.08820118232
261	0.08807334034
262	0.087792977
263	0.08734143325
264	0.08702147573
265	0.0867502098
266	0.08638726985
267	0.08600154182
268	0.08586920967
269	0.08544566458
270	0.08509015232
271	0.08476505259
272	0.08466514101
273	0.08454407323
274	0.08442678199
275	0.08431380417
276	0.08419132745
277	0.08396456521
278	0.08361563676
279	0.08332467884
280	0.08304990043
281	0.0829206892
282	0.08252933217
283	0.08243106407
284	0.08211592789
285	0.08198743066
286	0.08179425598
287	0.08151394144
288	0.08124082677
289	0.08097804144
290	0.08086765147
291	0.08077364094
292	0.08066548159
293	0.080556938
294	0.08040213683
295	0.08009207383
296	0.07999509764
297	0.07976198159
298	0.07966298352
299	0.07934649239
300	0.07908521681
301	0.07874065626
302	0.07833997254
303	0.07801259985
304	0.07789876681
305	0.07779700704
306	0.07748214336
307	0.07729750855
308	0.07697106479
309	0.07679086992
310	0.07656308051
311	0.0762007264
312	0.07610415796
313	0.07588747567
314	0.07579816094
315	0.07556652214
316	0.0754751461
317	0.07519401375
318	0.07510444696
319	0.07493191233
320	0.07483205768
321	0.07455288788
322	0.07432197091
323	0.07423240138
324	0.07401082658
325	0.0737565058
326	0.07351275675
327	0.07337103283
328	0.0730923822
329	0.07292346649
330	0.07265004271
331	0.07244266568
332	0.07215858676
333	0.07205264129
334	0.07191646156
335	0.07172909879
336	0.07165628526
337	0.07156637859
338	0.07148371718
339	0.07120856171
340	0.0711291075
341	0.0710459483
342	0.0709037808
343	0.07083283762
344	0.07075772424
345	0.07058455486
346	0.07050857059
347	0.0703962288
348	0.0702160019
349	0.0700469851
350	0.06986138742
351	0.06965193671
352	0.06949611267
353	0.06942763456
354	0.06935474286
355	0.06929171565
356	0.06905316689
357	0.06881025
358	0.0685852946
359	0.06840770236
360	0.06833921061
361	0.06826498237
362	0.06805094292
363	0.06796543917
364	0.06790302174
365	0.06782790866
366	0.06776635581
367	0.06749435893
368	0.06741867245
369	0.06725119404
370	0.06719145634
371	0.06704622489
372	0.06698420465
373	0.06682415644
374	0.06675948525
375	0.06663153431
376	0.06644963727
377	0.06638788629
378	0.06629694588
379	0.06608093144
380	0.06592139628
381	0.06585331388
382	0.06570660318
383	0.06565139387
384	0.06547437962
385	0.06532419872
386	0.06518035791
387	0.06510111953
388	0.06492399383
389	0.06486142332
390	0.06468751672
391	0.06444251811
392	0.06430116032
393	0.06419049492
394	0.06400572586
395	0.06385387608
396	0.06379248491
397	0.06365052416
398	0.0635723713
399	0.06351113758
400	0.0634513957
401	0.06326818739
402	0.06321836591
403	0.06311590241
404	0.06304258877
405	0.06285828606
406	0.06273846469
407	0.06260054906
408	0.06254440051
409	0.06249210688
410	0.06237652258
411	0.06228180044
412	0.06223461739
413	0.06207688769
414	0.06197158506
415	0.06191380999
416	0.06185902662
417	0.06169184595
418	0.06159870016
419	0.06155140555
420	0.0613486062
421	0.06123771938
422	0.06112631626
423	0.06099641928
424	0.060826716
425	0.06071187834
426	0.0606236846
427	0.06048159108
428	0.06043388238
429	0.06038359935
430	0.06019968316
431	0.06014356491
432	0.06009542127
433	0.06005571683
434	0.06001499651
435	0.05997269156
436	0.05985438073
